index,artist_name,plays,artist_id
372,cocteau twins,19456,000fc734-b7e1-4a01-92d1-f544261b43f5
373,therion,19335,c6b0db5a-d750-4ed8-9caa-ddcfb75dcb0a
374,talking heads,19324,a94a7155-c79d-4409-9fcf-220cb0e4dc3a
375,guano apes,19244,66da25f9-1534-4dd1-b88c-718bc24e1ccd
376,saosin,19223,47b8b42a-96e8-46fa-9ea6-70c5136ae971
377,a tribe called quest,19085,9689aa5a-4471-4fb4-9721-07cecda0fa9f
378,girl talk,19073,24e36781-1f4a-40af-bd18-c5de61f10c66
379,all that remains,18979,4f8b7186-b2a2-40db-97ae-6e1cd46d57b1
380,hilary duff,18971,bfaf9b70-d1fd-4d3e-b730-3e67e6f8f9bb
381,black eyed peas,18967,d5be5333-4171-427e-8e12-732087c6b78e
382,t.a.t.u.,18961,7c20f558-d664-42bd-b6f1-81acf9dbb72d
383,skinny puppy,18939,5a24bc1a-c093-4a82-84ed-8d7f2da0570d
384,john frusciante,18919,f1571db1-c672-4a54-a2cf-aaa329f26f0b
385,grateful dead,18855,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6
386,chris brown,18844,2c1828a2-e46b-4ade-a6e9-065ca265d679
387,the fray,18745,2ddd167f-5b8a-4372-b350-6ad50493bac0
388,imogen heap,18723,328d146c-79f1-4eb6-9e40-8ee5710c14e5
389,all shall perish,18712,eb55f2c5-e7dc-4697-9ed7-864438d10eb6
390,girls aloud,18659,a0b2f210-cd3a-453d-937d-e4f2658d17c7
391,caliban,18587,7bace718-5f56-4311-9568-e46a70830605
392,los hermanos,18580,557ac15e-7800-44c3-bb62-d4ab34ac1e28
393,a day to remember,18559,db008806-16f6-48fc-8521-3d953709689d
394,sentenced,18550,82a5b152-ee60-4447-939a-dd5a91cd7c38
395,the postal service,18473,299278d3-25dd-4f30-bae4-5b571c28034d
396,leonard cohen,18434,65314b12-0e08-43fa-ba33-baaa7b874c15
397,tv on the radio,18433,eb872766-98f6-453d-883f-2ae908a18315
398,hatebreed,18418,40b7efb7-1268-4a80-b354-600afdcbe9e2
399,sting,18385,7944ed53-2a58-4035-9b93-140a71e41c34
400,fleet foxes,18356,fa97dd36-1b82-43d7-a6e4-2adeafd59cef
401,no doubt,18335,fbd2a255-1d57-4d31-ac11-65b671c19958
402,trivium,18288,1f5ff245-2837-4d4a-a609-e93e544478c3
403,the police,18263,9e0e2b01-41db-4008-bd8b-988977d6019a
404,the dresden dolls,18261,107c7983-0728-46ea-8550-77e698adf690
405,ulver,18254,7d209631-ccb8-4a87-8516-64abe4c22dba
406,alanis morissette,18241,4bdcee62-4902-4773-8cd1-e252e2e31225
407,architecture in helsinki,18221,b91f0973-002e-4237-a39f-c7e02e786e53
408,fiona apple,18212,a9ee533f-8871-4f62-a6bb-91eb264abc90
409,fatboy slim,18172,34c63966-445c-4613-afe1-4f0e1e53ae9a
410,god is an astronaut,18129,e9dfc148-d5f6-425e-b80b-f99ed2bd7c09
411,counting crows,18036,a0327dc2-dc76-44d5-aec6-47cd2dff1469
412,why?,18008,5dc8a187-443d-4fb2-a0fc-209ef241b9ce
413,the most serene republic,17931,e7c2d42e-b045-41b6-a391-88f4ea545185
414,cunninlynguists,17915,69c4cc43-8163-41c5-ac81-30946d27bb69
415,the streets,17872,6f607087-9c46-4bb2-a884-e4efc764554c
416,the sounds,17859,ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49
417,kelly clarkson,17817,d339efbb-77b9-4147-ba9e-59f2f24550b2
418,cake,17719,fa7b9055-3703-473a-8a09-adf2fe031a24
419,akon,17709,1138a764-2212-4d0a-b02d-0dc14df91e08
420,my bloody valentine,17699,8ca01f46-53ac-4af2-8516-55a909c0905e
421,fear factory,17670,c17f08f4-2542-46fb-97f3-3202d60c225a
422,mando diao,17621,ea854cc1-13fc-4fd0-86a5-d2c7dba06764
423,coma,17559,de548477-205e-4802-8908-e71d3ad67be0
424,philip glass,17545,5ae54dee-4dba-49c0-802a-a3b3b3adfe9b
425,prince,17533,070d193a-845c-479f-980e-bef15710653e
426,black rebel motorcycle club,17532,32b90c92-9978-4a07-90eb-caa4b22f4907
427,reel big fish,17468,5e5480be-eded-44ad-9c45-f6136ec2f5db
428,the pussycat dolls,17449,1fda852b-92e9-4562-82fa-c52820a77b23
429,from autumn to ashes,17423,a6bfadac-d028-4bda-a5b2-e1468f556569
430,dir en grey,17405,ab309b83-904f-4e2c-8d11-a0223bba51f9
431,yellowcard,17302,3630fff3-52fc-4e97-ab01-d68fd88e4135
432,boa,17265,a16d1433-ba89-4f72-a47b-a370add0bb55
433,mötley crüe,17243,26f07661-e115-471d-a930-206f5c89d17c
434,jedi mind tricks,17242,c7732cf8-e9a1-46f1-9133-84d930f3187a
435,cut copy,17234,caaba574-dfbc-4681-8e56-19b5150897d2
436,editors,17222,0efe858c-89e5-4e47-906a-356fa953fd6e
437,akira yamaoka,17219,c3171463-d55c-4140-ad06-dbdac29c508c
438,leona lewis,17206,8d552dfc-648f-401f-90de-e925013ca537
439,dave matthews band,17188,07e748f1-075e-428d-85dc-ce3be434e906
440,my dying bride,17180,2f04ad1f-9f97-41d0-a09c-59c40dfe9cd1
441,underworld,17111,ba2f4f3b-0293-4bc8-bb94-2f73b5207343
442,serj tankian,17004,e471b63c-c3b5-4f62-a971-cd0b2273838f
443,lacrimosa,16992,20b9add0-f004-4720-8f46-585525203a8b
444,lamb of god,16985,298909e4-ebcb-47b8-95e9-cc53b087fc65
445,ben folds five,16935,abe2669a-a612-4bf6-9193-bb4f4b8a9088
446,converge,16867,fa31e7d4-a03a-4110-98fc-f8826e95ec25
447,circa survive,16824,a2496a3c-8f42-4b98-b780-6f8d64f56441
448,epica,16824,21985b14-1b0d-44fe-b357-310b29bba510
449,coil,16766,c16fbb7e-57b1-462c-97c5-bd0e11248765
450,ludwig van beethoven,16752,1f9df192-a621-4f54-8850-2c5373b7eac9
451,fugazi,16721,233fc3f3-6de2-465c-985e-e721dbabbace
452,angels & airwaves,16718,05071a7e-e71c-4306-a509-591cd3686893
453,gnarls barkley,16648,a47c3aa2-7d87-475c-a2c7-1e2047dafb09
454,ayreon,16634,7bbfd77c-1102-4831-9ba8-246fb67460b3
455,p.o.d.,16569,57e79d57-b795-475e-9fa2-5dd9d5513b8c
456,senses fail,16568,b4946461-dacb-4aa9-a77c-7b3231317794
457,the faint,16561,a1419808-65d3-4d40-998c-1a0bac65eabc
458,insane clown posse,16558,7a1eb805-2242-4daa-bd90-c1ed350e2e48
459,ratatat,16538,f467181e-d5e0-4285-b47e-e853dcc89ee7
460,rjd2,16488,1a120ec5-35b3-4f3e-aa49-7201550d9feb
461,mf doom,16415,188711ed-c99b-439c-844a-ca831f63a727
462,vnv nation,16397,8385f26a-f374-4a04-9aad-4442ce24db2b
463,kalmah,16383,8d5291bc-e960-428a-9004-b5ab9c171dd2
464,howard shore,16311,9b58672a-e68e-4972-956e-a8985a165a1f
465,caetano veloso,16310,f07dbc2f-317b-470f-bad4-5f1b0eb6faf1
466,poets of the fall,16300,482a5456-7d8a-4366-a2e9-6f38853df632
467,emilie autumn,16264,c8bc9ad3-1df2-4c9b-9cf7-cf6fc60441dc
468,rainbow,16251,e3cb4543-210f-499a-b0d1-3882c312dfb9
469,dead kennedys,16229,37c78aeb-d196-42b5-b991-6afb4fc9bc2e
470,stone temple pilots,16211,8c32bb01-58a3-453b-8050-8c0620edb0e5
471,calexico,16117,5e372a49-5672-4fb8-ba14-18c90780c4f9
472,alice cooper,16086,4d7928cd-7ed2-4282-8c29-c0c9f966f1bd
473,tiësto,16086,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd
474,citizen cope,16085,9b21f670-8359-4e11-be1d-bf75b649a719
475,kraftwerk,16081,5700dcd4-c139-4f31-aa3e-6382b9af9032
476,xiu xiu,16064,8b431ac6-0806-4e4a-9b6b-1734370fa890
477,armin van buuren,15896,477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df
478,the cinematic orchestra,15870,7c158ea8-c0aa-410e-bdc1-20bba9759577
479,amorphis,15844,efaefde1-e09b-4d49-9d8e-b1304d2ece8d
480,billy joel,15832,64b94289-9474-4d43-8c93-918ccc1920d1
481,the album leaf,15826,ffb18e19-64a4-4a65-b4ce-979e00c3c69d
482,bon iver,15815,437a0e49-c6ae-42f6-a6c1-84f25ed366bc
483,babyshambles,15812,8e1e03fe-ebbc-467a-b541-857144db10fb
484,king crimson,15802,b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3
485,the academy is...,15777,eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac
486,beatsteaks,15773,a9b88ebb-83aa-4ef7-b674-fabeb572c14e
487,sugababes,15737,dfa715ac-b536-44df-af43-570d3ea3edec
488,heaven shall burn,15639,d044577e-aa22-43b7-ab29-cabee5f6643c
489,kmfdm,15561,45074d7c-5307-44a8-854f-ae072e1622ae
490,flёur,15537,cbd47e2d-b0c1-4004-9a37-95187982463f
491,silverstein,15529,d89de379-665d-425c-b2e9-41b95d1edb36
492,mudvayne,15512,f1c8da15-b408-4149-b863-f1cbe9971f19
493,john lennon,15492,4d5447d7-c61c-4120-ba1b-d7f471d385b9
494,katy perry,15481,122d63fc-8671-43e4-9752-34e846d62a9c
495,primus,15441,84dc4f23-c0b8-4fe1-bbca-a3993ddc8fc2
496,ennio morricone,15407,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
497,65daysofstatic,15399,0cd12ab3-9628-45ef-a97b-ff18624f14a0
498,finntroll,15312,14962b84-c46a-490b-b6a0-ee69c78b2291
499,groove armada,15295,35723b60-732e-4bd8-957f-320b416e7b7f
500,pain of salvation,15287,f7c65346-9631-4220-9188-5e90baae58d5
501,stone sour,15287,4ca783b7-5bf7-4348-b494-46680660050f
502,in extremo,15272,8ebd161e-f45e-41b9-8019-fcbd094c327f
503,ne-yo,15244,a4a01f5d-18e7-4571-8c3a-76ec0e24e2d7
504,sepultura,15239,1d93c839-22e7-4f76-ad84-d27039efc048
505,new found glory,15202,6acb932e-840d-47ac-8e0d-725ad8a6e52c
506,lostprophets,15190,ef6e2e49-aa93-41bd-89b0-8c7d2f260a83
507,manic street preachers,15161,32efea44-6cb5-4b4f-bdaa-c8b8f6cef981
508,enigma,15158,d84c4e93-9c5f-45ab-a4ba-bd79d037eb31
509,godsmack,15157,ac2d1c91-3667-46aa-9fe7-170ca7fce9e2
510,venetian snares,15143,56abaa47-0101-463b-b37e-e961136fec39
511,motion city soundtrack,15110,190e78ac-8f44-4bf1-a4ff-95ed9376ad9e
512,the fall,15109,d5da1841-9bc8-4813-9f89-11098090148e
513,clint mansell,15052,fc015f11-be38-4b7d-b3e8-5d809242ecec
514,john legend,15048,75a72702-a5ef-4513-bca5-c5b944903546
515,gwen stefani,15016,2e41ae9c-afd2-4f20-8f1e-17281ce9b472
516,ludacris,14986,0638ba22-040f-438d-83a5-9b670c4adaf5
517,rob zombie,14979,c995a379-60b9-404b-bd97-a7e2de0751d3
518,cansei de ser sexy,14972,23b58ea2-1cc3-468a-9e76-5027e196e851
519,the blood brothers,14950,b847568f-cd75-44c7-b87b-4f38a5a9f661
520,loreena mckennitt,14938,c1e5344e-1bff-4727-9417-a4f55e41b5ff
521,maxïmo park,14932,92e634a7-6023-4be8-be15-ebba822f5b34
522,the gathering,14912,004e5eed-e267-46ea-b504-54526f1f377d
523,volbeat,14859,4753fcb7-9270-493a-974d-8daca4e49125
524,at the drive-in,14851,7e13cd1c-0300-4d03-bd8e-5f86dd99d74f
525,fleetwood mac,14842,bd13909f-1c29-4c27-a874-d4aaf27c5b1a
526,david guetta,14840,302bd7b9-d012-4360-897a-93b00c855680
527,backstreet boys,14817,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad
528,funeral for a friend,14806,199d0ab3-22c0-4c00-b99d-257f591dda1f
529,the books,14726,1270af14-9c17-4400-8ebb-3f0ac40dcfb0
530,moonspell,14711,386b19c6-a3d2-414a-bef2-c178572b1cbe
531,apoptygma berzerk,14707,98ed42ad-aafa-46a8-899b-150fa237133a
532,pulp,14655,76b2e842-5e85-4c97-ab62-d5bc315595b5
533,have heart,14645,e519e012-e1a3-4592-b3f6-5a16227ab654
534,lars winnerbäck,14592,1723c867-d5c5-4a61-a40b-8c04fa7acf1b
535,m. ward,14560,655b3e5b-09e4-45dd-941c-6fa3fc12521b
536,the orb,14539,42c14c80-bd17-47e4-9bb2-a35897638c4d
537,vampire weekend,14519,af37c51c-0790-4a29-b995-456f98a6b8c9
538,simple plan,14515,b345af35-205e-4eca-8006-029e5c20127e
539,annihilator,14512,c30ebe30-514f-4e6d-823a-19adf0225a56
540,ani difranco,14469,a7bdc71f-697a-45d9-92b2-a01fbbe50272
541,four tet,14465,3bcff06f-675a-451f-9075-99e8657047e8
542,enter shikari,14449,329f95db-f02e-40bf-a5f7-0dea11529ce3
543,less than jake,14438,e54e065f-0ce6-4779-9a9a-afd7b997471f
544,michael bublé,14430,611700cf-27f0-4dc9-ae80-c513a767853e
545,usher,14411,3414d446-735a-443c-931f-10634f57e5b9
546,kasabian,14348,69b39eab-6577-46a4-a9f5-817839092033
547,tiamat,14339,8930ec4e-51c7-4905-ac40-684459878085
548,dj krush,14323,38d16213-25ba-450d-8665-4e08548e62e3
549,brian eno,14310,ff95eb47-41c4-4f7f-a104-cdc30f02e872
550,george harrison,14298,42a8f507-8412-4611-854f-926571049fa0
551,meshuggah,14287,cf8b3b8c-118e-4136-8d1d-c37091173413
552,project pitchfork,14270,38e4df82-6079-42f8-91fa-904e0fecf78f
553,notorious b.i.g.,14264,d5d97b2b-b83b-4976-814a-056d9076c8c3
554,van halen,14216,b665b768-0d83-4363-950c-31ed39317c15
555,nasum,14208,4b52ef0a-78c3-4b52-b4ee-658ac47ff889
556,serge gainsbourg,14206,b21ef19b-c6aa-4775-90d3-3cc3e067ce6d
557,pain,14151,13f972c7-7b08-4071-9d12-cca87059c4cd
558,duran duran,14145,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5
559,stevie wonder,14136,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e
560,thom yorke,14117,8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b
561,black label society,14097,a8e935c6-3fcc-414c-900c-77e8170e7e7c
562,squarepusher,14059,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc
563,mewithoutyou,14045,759b5ff1-91fe-4ec9-b9b7-75b7b2ceb283
564,i killed the prom queen,14025,924fe8ad-53d6-469f-98b5-38beb6cd9c4d
565,millencolin,14019,a11aacf5-fcbe-47f9-b065-75f4466c00ae
566,the jimi hendrix experience,14007,33b3c323-77c2-417c-a5b4-af7e6a111cc9
567,all time low,13954,62162215-b023-4f0e-84bd-1e9412d5b32c
568,weird al yankovic,13940,7746d775-9550-4360-b8d5-c37bd448ce01
569,billie holiday,13929,d59c4cda-11d9-48db-8bfe-b557ee602aed
570,the black dahlia murder,13889,21f3573f-10cf-44b3-aeaa-26cccd8448b5
571,roxette,13881,d3b2711f-2baa-441a-be95-14945ca7e6ea
572,yo la tengo,13852,3f542031-b054-454d-b57b-812fa2a81b11
573,shakira,13846,bf24ca37-25f4-4e34-9aec-460b94364cfc
574,john coltrane,13841,b625448e-bf4a-41c3-a421-72ad46cdb831
575,kt tunstall,13822,951d2103-9c7d-4849-ae60-88bf6aa4790b
576,type o negative,13812,a63df8c3-28e4-41db-bac2-c6c6e8ff8f28
577,aesop rock,13786,aba64937-3334-4c65-90a1-4e6b9d4d7ada
578,electric six,13769,54b0584e-4e5e-4976-80d4-eea7a82a7213
579,camera obscura,13729,ef43cee7-13f5-4d10-844e-879aba3d8b19
580,eluveitie,13706,8000598a-5edb-401c-8e6d-36b167feaf38
581,outkast,13687,73fdb566-a9b1-494c-9f32-51768ec9fd27
582,einstürzende neubauten,13663,6e9ac29b-798c-4af7-8d9e-55cdc72a999c
583,scooter,13622,83e59f23-3b0b-4304-834d-5bcafd5df6d2
584,saxon,13615,bbd80354-597e-4d53-94e4-92b3a7cb8f2c
585,chiodos,13612,b755836a-0cb6-4577-a678-55a5a6402d70
586,the black keys,13612,d15721d8-56b4-453d-b506-fc915b14cba2
587,napalm death,13576,ce7bba8b-026b-4aa6-bddb-f98ed6d595e4
588,propagandhi,13573,cc546218-cc08-4ae9-9592-ac1596c1470d
589,madvillain,13558,4e024037-14b7-4aea-99ad-c6ace63b9620
590,klaxons,13557,63011a8d-0117-4f7e-9991-1ef1f337ff70
591,norther,13545,313a0007-b9d3-4036-921a-ce311f9795ad
592,agalloch,13535,3d46727d-9367-47b8-8b8b-f7b6767f7d57
593,combichrist,13487,c29f4522-f710-4bb5-a06b-d436fcc3b2fd
594,stereolab,13442,f1df0431-9250-4ec8-95d8-f19ce7cf7fb6
595,erykah badu,13427,321531fc-db73-4ffa-a959-61a61a2908c1
596,goo goo dolls,13426,e2c00c56-8365-4160-9f40-a64682917633
597,rome,13394,324adf56-2be4-40b2-ac2e-54bde167a2e3
598,gotan project,13379,66cc244d-6f96-4668-a6e9-0f9cd5acc940
599,the fall of troy,13349,8d3ee4ba-be21-470c-bb7c-4c124c3eb989
600,unkle,13340,6648391e-7890-4f6c-b939-976f215195d3
601,hypocrisy,13314,b1e23ada-a7eb-42d7-91ec-67a43bead43a
602,菅野よう子,13300,5ffb73c0-b739-4231-ba22-f8d361be1d45
603,faithless,13259,23d9d74d-c95e-46a6-be26-a6075c49747a
604,turbonegro,13248,68f1175b-592b-4f28-ab1c-85c7a438c636
605,def leppard,13243,7249b899-8db8-43e7-9e6e-22f1e736024e
606,grizzly bear,13236,59a7fbcb-ff74-494d-abd0-9c82359040c9
607,bonnie 'prince' billy,13182,7b0a63b2-b8e8-490e-b724-1d30cb5edfe3
608,fresno,13166,583aec45-62fc-4972-8da2-f09aacc70fc5
609,håkan hellström,13158,6ee8668b-b4e1-48cf-ba25-a6f7c8bf864d
610,gogol bordello,13157,f47fc54d-b334-4321-8218-00c5b11d4dd1
611,boris,13094,57652bf8-cfe8-42e7-b9a7-5572a7080d8d
612,浜崎あゆみ,13073,2b615bcf-baa0-4657-b9a5-1a5f34c386c4
613,deerhoof,13048,11eabe0c-2638-4808-92f9-1dbd9c453429
614,hammerfall,13041,abf5f674-dbad-4219-b3ad-dbd6fb163c8e
615,say anything,13017,ee90d1b3-a4e2-4d18-9092-111d856e7e7a
616,andrés calamaro,13016,5a092e7c-faa9-45d0-88c6-052205804e6c
617,lcd soundsystem,13014,2aaf7396-6ab8-40f3-9776-a41c42c8e26b
618,dragonforce,12973,ef58d4c9-0d40-42ba-bfab-9186c1483edd
619,der w,12860,09d89188-9150-458a-92da-e30e20783699
620,apulanta,12806,d3fa206b-a8ff-4b53-a0e2-83aa19a40c66
621,deine lakaien,12770,28078a34-2f82-42e0-b68e-98ee5f814fc5
622,oomph!,12750,d82ba5f4-da09-479a-ab18-4b1a122c4345
623,devildriver,12746,1aded574-9e16-4648-861a-24fd6f1c309e
624,joanna newsom,12743,cb69e1f1-bc76-4df5-93c9-cf97dd8a3b5c
625,danko jones,12727,ab4721e4-bc37-4bd2-be8c-8f1550152ad6
626,zero 7,12727,c23b637b-97c6-41eb-8ef6-6c724efc80a8
627,subway to sally,12719,5533fa1c-4102-4ae7-92ae-78dddb17fe7f
628,gang starr,12684,9ef8042a-2528-4f5c-b7c1-5e72b1efe170
629,mitsumune shinkichi,12628,f2fddf9f-02fd-421a-b5e8-75a3988309ab
630,"royce da 5'9""",12601,a818c24f-d7c0-4420-afe9-09971652b87e
631,kult,12576,5e857ebe-88f3-4aab-9534-6728c305e427
632,vangelis,12508,57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f
633,apparat,12490,dc3dbfc1-f1f1-49c6-9d7c-425fabf3ae12
634,my morning jacket,12423,ea5883b7-68ce-48b3-b115-61746ea53b8c
635,samael,12420,6a2ca1ac-408d-49b0-a7f6-cd608f2f684f
636,paul mccartney,12405,ba550d0e-adac-4864-b88b-407cab5e76af
637,nile,12401,adc68a50-38ee-456d-927e-715cbf74c0d5
638,lifehouse,12392,04591295-6d94-45cb-b6c7-1ae17c6f380e
639,stam1na,12381,f74c7996-4c0b-4ebd-b1e7-219e21c41286
640,sia,12371,2f548675-008d-4332-876c-108b0c7ab9c5
641,razorlight,12344,f2cb0435-d643-4fab-9587-fdb0279330a7
642,gackt,12301,e7a8e086-16df-44a7-91e4-640986bcff72
643,the dandy warhols,12289,5f572b31-8fd9-45ae-9beb-358c98d839df
644,jens lekman,12282,41aa2734-ec86-4197-a074-d44886e7da8d
645,happysad,12241,a800acf3-ca6c-4617-92cd-138df973404f
646,clutch,12240,0cdb0359-5698-487d-9aae-a25fb4dcdc4d
647,lake of tears,12238,62cfcc64-a7d2-4ec2-ab4b-2a6b62e53940
648,bee gees,12226,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810
649,mos def,12218,9f4551c6-1324-4ac5-b3fe-a5c5cfacd54d
650,shpongle,12197,ffe9ec08-6b6b-4993-9394-e280b429dbfd
651,lamb,12195,0d4bc6e5-2a3e-4fdf-8bbf-59ad0bc374d7
652,bathory,12164,d292b4cd-37bd-4a88-a823-8710f273cc31
653,hocico,12163,b16fd684-831e-4128-8120-6626e76f88c6
654,k.i.z.,12146,13c9c494-09aa-4518-8572-9f41dbdff461
655,the corrs,12114,acf6c776-d0f6-4239-b5a2-a45a613ffa52
656,screeching weasel,12095,e4a135d0-1948-4620-bc07-b0217d09ccc1
657,moloko,12092,2f94016a-3880-4d8c-9af9-0e197ee77189
658,melvins,12075,9ccfbc94-a4f4-42f7-b6f5-d903ab77cccb
659,archive,12071,bd513de0-e42f-425e-ae46-817d7bc5fb1c
660,ministry,12040,13df2a46-f72f-40e7-aa63-26fcf62c7048
661,blutengel,12037,337e30b6-3dbe-44f2-a3fd-84a80abdb5a1
662,the presets,12031,f5b8ea5f-c269-45dd-9936-1fedf3c56851
663,vienna teng,11997,ffbfc446-f717-4c63-9103-587defe6cf8a
664,neaera,11994,6ac3eac8-02dd-47b4-8ee9-f789d93c0405
665,george carlin,11986,5a79e923-b2ef-45fd-bc48-9beebdb21e78
666,descendents,11974,f035837e-4117-438d-a524-cacf43500e68
667,the jesus and mary chain,11915,e938a15c-b17e-4e7a-9f68-ff0d536cab44
668,prefuse 73,11903,fc61dd75-880b-44ba-9ba9-c7b643d33413
669,wu-tang clan,11898,0febdcf7-4e1f-4661-9493-b40427de2c13
670,dope,11889,c48ff56b-0a0e-453c-be56-741d47c33056
671,くるり,11867,252c9f8a-be04-4146-b73e-a24696b2f5ed
672,swans,11866,3285dc48-9505-469d-ad8a-bdf2d3dba632
673,nada surf,11846,b9a2a9a6-7a40-48a6-bcb1-8eff5b89ad5b
674,ska-p,11841,2de794c8-8826-48d0-90e0-6900183ba9e0
675,diana krall,11824,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98
676,social distortion,11821,e1e05cce-3922-44e1-8f20-015abe5e309d
677,siouxsie and the banshees,11817,78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2
678,kreator,11797,39822e8d-f24e-4f07-b51b-28b22e59fbdb
679,cat stevens,11791,5adb8b74-54b8-4700-836e-550b6a2a2f71
680,richard cheese,11788,9bf79f68-c064-44a1-8c2c-5764f1d7c016
681,august burns red,11765,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce
682,between the buried and me,11751,1870fb43-50f1-4660-a879-bb596d1519b6
683,the fratellis,11732,f4ad883e-9a92-45ed-a540-a49c2d1c36dd
684,black flag,11718,9941a936-196a-4a62-ae53-a69cbc33f20e
685,soulfly,11718,832a43c7-aa7d-439b-a6b4-4f1afa671c24
686,mastodon,11710,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
687,orbital,11706,f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511
688,kate nash,11703,49018fd2-95ef-4f7e-92bb-813159909314
689,the veronicas,11700,fd1baeb3-0ee9-4838-b4c7-615c78d68d10
690,seether,11600,fbcd7b29-455f-49e6-9c4f-8249d20a055e
691,juanes,11592,8b0f05ce-354e-4121-9e0b-8b4732ea844f
692,bloodbath,11588,bc27c60a-a967-41c9-9633-c682ca0d77d5
693,lenny kravitz,11584,0ef3f425-9bd2-4216-9dd2-219d2fe90f1f
694,sarah mclachlan,11578,ce58d854-7430-4231-aa44-97f0144b3372
695,the 69 eyes,11573,ba1384a7-8b0e-4ea6-bf0c-f1ec17a06d14
696,machine head,11560,22a1f4d7-81ff-4216-ac06-3387da6bc118
697,machinae supremacy,11553,22cbe400-9906-4c47-973c-b7122b23840a
698,front 242,11457,8fb6c00f-61d8-4f27-98f9-53e1ba481626
699,haste the day,11451,bcbc08d6-4615-4f40-963c-5158ebe2b9e0
700,the dillinger escape plan,11435,1bc41dff-5397-4c53-bb50-469d2c277197
701,gym class heroes,11421,f4d4b515-0b74-423f-a161-db184330c37c
702,carissa's wierd,11415,4bd31567-70a8-4007-9ac6-3c68c7fc3d45
703,elton john,11398,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
704,danzig,11367,8925a01a-8608-411d-a90b-f3a52d061208
705,pennywise,11352,5c210861-2ce2-4be3-9307-bbcfc361cc01
706,the format,11307,81b07a2a-cdf0-4c5e-a68c-8d910e1f0ea6
707,宇多田ヒカル,11299,b539e453-c4fe-47e3-8a07-8517eac74429
708,zемфира,11295,cec59910-2d12-46ec-8e39-85ca06acb0ed
709,demon hunter,11290,73fe4a37-6860-4bb5-b3ec-0d0c367900ea
710,kosheen,11276,4f4bda3c-d636-4135-b65a-6cc26bc75788
711,paul van dyk,11270,092ca127-2e07-4cbd-9cba-e412b4ddddd9
712,immortal,11244,b863cf80-19c6-4a87-8e42-6cff7ac8f18f
713,lagwagon,11236,c7788fba-e635-4d8b-a937-01a68ab154e3
714,phoenix,11235,99d7b49c-c18e-4a11-bf3e-b71710938df6
715,strapping young lad,11209,584b72a4-45f7-46ce-b440-e9ee579d71c4
716,elvis costello,11200,8a338e06-d182-46f2-bd16-30a09bc840ba
717,sirenia,11157,5fcd6db8-979c-42e3-99a6-fd8302f82a9d
718,slowdive,11124,a16371b9-7d36-497a-a9d4-42b0a0440c5e
719,ben harper,11104,b07016ee-5de9-4419-8205-0490d95dc638
720,digitalism,11064,7b52603c-a84c-4a76-8dc8-899bb4dd9fa7
721,kettcar,11062,315fa94f-3bb5-43db-a28e-406a83e9805c
722,the hold steady,11061,4883523d-fc0e-4d0d-802c-91379e767083
723,ella fitzgerald,11060,54799c0e-eb45-4eea-996d-c4d71a63c499
724,devo,11049,d2db1078-c170-4e22-b261-14f3ad60a690
725,james,11031,a2accb58-6099-4cb5-a3c8-f6332f364db5
726,glenn gould,11024,7002bf88-1269-4965-a772-4ba1e7a91eaa
727,comeback kid,10987,6d152109-c447-446d-9a06-3621c920bebd
728,동방신기,10985,05cbaf37-6dc2-4f71-a0ce-d633447d90c3
729,fort minor,10980,e1564e98-978b-4947-8698-f6fd6f8b0181
730,lykke li,10919,cc7d4686-ea02-45fd-956e-94c1a322558c
731,peter gabriel,10908,8e66ea2b-b57b-47d9-8df0-df4630aeb8e5
732,santogold,10887,d7311646-287b-4d3a-9a4f-7d46f93075e5
733,joni mitchell,10883,a6de8ef9-b1a1-4756-97aa-481bbb8a4069
734,the arcade fire,10874,52074ba6-e495-4ef3-9bb4-0703888a9f68
735,bush,10861,93ccd76c-3790-4435-a8bf-02bc26294b93
736,kategorie c,10858,4b5d2bf6-8914-485a-974a-6e2640579030
737,the birthday massacre,10820,83d8a06a-4145-444a-b4ae-49e1e986206f
738,the kills,10791,2c629b8c-d751-4131-b785-5690bb5e0fd7
739,streetlight manifesto,10772,cbc9199f-944b-42e9-a945-627c9fc0ba6e
740,hooverphonic,10771,62dc94cc-f611-4345-87cb-b914796a4a45
