,artist_name,plays,artist_id
1337,devin townsend,5979,93e8c41e-8e4f-4d08-bbf5-bc1a903b2423
1338,django reinhardt,5979,650bf385-6f6d-4992-a3b9-779d144920a4
1339,marea,5979,da4fb281-2156-442c-87ad-0e02e8a86077
1340,telefon tel aviv,5973,453f1594-112e-4d3c-921a-8d14e9c97b2e
1341,kataklysm,5962,91d51bc3-bfcc-49f2-b6c4-d6d205d6291b
1342,amduscia,5961,945ab058-0207-49bb-a33c-80efba82179d
1343,scary kids scaring kids,5961,90cda7b7-9112-4ec7-9d6f-3f4675ef5130
1344,every little thing,5960,acf20c38-8a14-4406-9039-fe78d26c2e4e
1345,mxpx,5946,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
1346,key,5943,38b0abeb-edf7-4f7b-b487-db74925eabd2
1347,four year strong,5942,c0a138e2-cef7-471b-8fbb-524e1076256a
1348,wire,5942,7f2a8098-50e3-451c-8696-c5d9f64f4762
1349,mazzy star,5941,c48d4327-8122-4286-af66-05e1ee6ac4d8
1350,parov stelar,5918,fe1a873d-2000-4789-a895-4187fe756203
1351,junges glück,5901,03722fc0-e292-4ae8-a47d-90bfae64ad10
1352,lynyrd skynyrd,5898,c544ed4d-2390-4442-a83e-1ea2883b09c8
1353,electric wizard,5895,da7d57e6-0619-4f0f-8d15-d0b4195c3f55
1354,!!!,5889,f26c72d3-e52c-467b-b651-679c73d8e1a7
1355,turisas,5888,1cf39e0b-c595-46f7-9ea8-4d2b14843c81
1356,kollegah,5883,38033d8c-9f77-4610-b861-e920bbd2e88d
1357,kottonmouth kings,5881,b2a92fa4-ba29-431f-a9ea-08a2956e9b25
1358,jewel,5874,d5b637f0-74b8-4df6-bddf-dc3784a6881a
1359,the lawrence arms,5873,e7edc301-cd55-41ce-b3d8-c3f83cd90a60
1360,letzte instanz,5865,f779ed95-66c8-4493-9f46-3967eba785a8
1361,laura pausini,5863,472b9953-1f10-4aed-b1ec-d0c23ffb2cf1
1362,orchestral manoeuvres in the dark,5863,6d072aa8-c851-49c5-92f9-cbca05f4bed9
1363,decapitated,5862,bfef61c6-53c0-4a12-9a42-1411111e7402
1364,buck-tick,5860,a70fca82-889a-4f70-98bb-39f7ec968566
1365,excrementory grindfuckers,5857,0151f780-d500-44df-8e38-475b0e3f27a4
1366,fergie,5855,4f9675d2-f6d5-486c-9b26-33dcca998500
1367,daddy yankee,5844,2f522f5c-111c-4ce8-8bd0-d82e97c227ad
1368,laura marling,5840,cd9713d6-6e5f-4143-9412-4d12b7bd47f2
1369,falcom sound team jdk,5838,c999f4ef-8733-46f8-ae3a-d5628c260ea8
1370,unearth,5838,9f336c50-ae4c-4440-bda7-958aa12bc15a
1371,sean paul,5834,c3da3346-2643-48a7-93cd-011f6834b3d7
1372,bitter:sweet,5817,dcebc476-b53c-42ee-9251-f946a4c3cea2
1373,cold,5806,d9a2f1e6-6429-41ce-9d32-9a66188fb39c
1374,the specials,5806,07eb40a2-2914-439c-a01d-15a685b84ddf
1375,art-school,5803,2ee8a896-8ce2-4d94-9bc7-0db3b3396e74
1376,emmure,5796,98ef1696-cb7e-4ecc-be1d-22f62bb308a4
1377,prinz pi,5795,077716c4-f9cb-4d68-bd41-3ff1c35a5964
1378,portugal. the man,5794,3599a39e-4e10-4cb5-90d4-c8a015ebc73b
1379,matthew good,5775,8010da10-5c5b-4041-b119-984a6e2ccf82
1380,tragedy,5775,efa0c09f-b0a1-4f21-abd6-a1f2c3d97ab1
1381,iamx,5768,e4d05411-9a3d-452e-8b0e-a55b86b7cf85
1382,hollywood undead,5763,321fdfbb-426b-43f7-8295-fa9aca6348d9
1383,rhapsody,5763,8bf9b24b-e802-4ab6-b342-b348e20b58d4
1384,aborym,5752,741fef2a-c9ed-47fd-966a-eb911f488378
1385,juno reactor,5747,16231a34-9ccd-410e-8690-f74e98fe16a4
1386,evergreen terrace,5741,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
1387,sebadoh,5740,d98c8149-0c01-4151-93e1-48fdc3d5027f
1388,ferry corsten,5734,47347cb8-ac34-4916-84b6-d85d4e5e5384
1389,backyard babies,5729,c428180a-2871-4788-9815-e09f7390c6ec
1390,hit the lights,5728,b0442f82-6322-4096-8535-b3bb776019d3
1391,lloyd banks,5728,8a6ccf62-b8fa-46d7-87df-f2dd14e6280d
1392,draconian,5720,54d76201-3b30-4722-978f-2abdd62e88dd
1393,madsen,5711,8a0c3b86-af55-42d2-85b9-6372e7430986
1394,six organs of admittance,5699,a270b68f-6bb5-41ba-ae7f-7b501e4797a5
1395,disco ensemble,5690,e31baede-2d5c-401d-aae6-4e7b8e4b2011
1396,seal,5689,f053ae01-dae6-4aae-9883-e8c279fdbef4
1397,gregory and the hawk,5676,3f180da3-4d5e-4678-957c-15ccdb123d84
1398,the blues brothers,5666,7252abc2-dfc8-4aa6-889f-2d168b265403
1399,masta ace,5664,ceef10f5-324d-4a04-8db7-1a4181e19ab3
1400,elvenking,5663,3d6bbeb7-f90e-4d10-b440-e153c0d10b53
1401,jet,5660,4efa55ba-93cf-497f-baf3-2ca9da7e193e
1402,foreigner,5652,160629ab-ec18-4931-8c95-02cb92d06186
1403,suicide silence,5652,4fd53e84-ffa1-4434-9146-3fab25ece7e0
1404,(hed) planet earth,5650,19516266-e5d9-4774-b749-812bb76a6559
1405,hawthorne heights,5647,194eeda1-e662-43bc-b9be-32fc1afecc8b
1406,charlie parker,5644,c7356af9-9ea6-4a78-a55b-c73775716312
1407,mark knopfler,5638,e49f69da-17d5-4c5c-bac0-dadcb0e588f5
1408,after the burial,5636,6dd9b71e-2e2f-4a66-bfce-5e820589b390
1409,tocotronic,5635,7717539b-33aa-45d5-b88d-9e627172db19
1410,claude debussy,5628,be50643c-0377-4968-b48c-47e06b2e2a3b
1411,hot water music,5619,c83907ee-8b5a-4547-8f68-96572243ea7f
1412,the band,5615,8c90ad8c-9150-4c51-a1eb-342232e99d06
1413,eros ramazzotti,5603,3ab7295a-54ac-40e8-b1b2-3d110a143550
1414,graveworm,5603,ad3eb8ea-f541-4e3a-b550-7900bdc4992b
1415,aaliyah,5602,bc85da58-52d9-457d-ae8d-5d8d4ec870a9
1416,mount eerie,5601,e5306b29-16c0-4520-bb05-6b21f041b2f0
1417,kid vishis,5600,149e1335-f68e-43af-abe2-a9cc6d4b2db5
1418,crash test dummies,5599,afb8f901-d846-4c70-a898-59bc183d1da7
1419,assemblage 23,5594,1626de1a-509a-413f-82de-a362a2fd14a3
1420,sondre lerche,5593,a1c29c2f-778f-4b02-9ac7-80f0c37cdea9
1421,los campesinos!,5579,e1194e66-e4f0-4351-9d26-ac95df530d0c
1422,chet baker,5576,1ba1d493-7114-45e2-b163-a36d49a0c065
1423,absurd minds,5570,979ce33b-4d8e-4e44-8c7e-f9d3054f4386
1424,savatage,5570,ac15222f-fb8a-4d2b-b4da-bde1c19f0a9f
1425,os mutantes,5566,a3212186-5da5-4e84-a935-6952b3e14921
1426,arcana,5565,93c1606c-28ef-4955-ae75-331a0975608d
1427,das ich,5563,7f74bf11-d450-4b85-b11d-4ca4131eedd5
1428,ultra bra,5561,e1884684-e319-4c34-b7b2-a6855ae6b0d1
1429,tiziano ferro,5555,d12b05b0-a0af-4c2c-8c8c-ab8bcf49439e
1430,a fine frenzy,5553,ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6
1431,blackfield,5543,8e67406d-de61-4e6b-a2a1-5a3725484527
1432,bob hund,5542,35e991b9-abf7-41dc-ab0e-0ca947463808
1433,john murphy,5540,1ad39ddd-b4fd-49b7-8137-d5569c0eb2e5
1434,norma jean,5540,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
1435,モーニング娘。,5531,9bffb20c-dd17-4895-9fd1-4e73e888d799
1436,great lake swimmers,5522,64deac19-021e-4dc1-8d11-658be8763589
1437,ira,5517,95794de1-6562-44a9-ba0d-6bf93ffff18c
1438,polar bear club,5516,c4975d06-72e9-4be4-bfd9-d7e9ae46ffe8
1439,do make say think,5503,882d41ca-194d-405a-bfc5-b698ccfd77b4
1440,sunrise avenue,5497,fa57d5dc-bcfa-40ea-9638-3d3cd89d1258
1441,dmx,5490,f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8
1442,rotten sound,5489,4d2949b4-eb5f-4296-b71a-04603c6a9802
1443,edge of sanity,5481,82d1972f-f815-480d-ba78-9873b799bdd1
1444,stevie ray vaughan and double trouble,5466,e3c8b0c8-3fa0-464b-b1f5-119cb52d3817
1445,dannii minogue,5454,4cab12f3-af12-4a55-ade2-606bd9524425
1446,crass,5446,c7437df4-6fac-4c89-99ae-f8640f268222
1447,goldmund,5440,6ea0f255-4920-44e4-89ff-586c27b219a0
1448,voxtrot,5430,c163f6f1-84c0-48fa-81c5-8129739b6c3c
1449,Мельница,5418,4f93401e-f3dd-4961-8b4e-708be531c3ce
1450,the hush sound,5416,2b7a7c7f-8c18-4e0c-aaf2-8c6f4e93cdbb
1451,astrud gilberto,5412,8d08cabf-03a3-4f38-a815-8197a0984f19
1452,natalie imbruglia,5406,60530915-9371-4b16-bc31-5c4456317ae0
1453,red sparowes,5405,5153eb0e-b6dd-4882-a24a-7d464c153962
1454,europe,5404,ccfe7a3c-1a45-4984-a8d0-644549cefe61
1455,non phixion,5404,fbca5223-6808-49cd-aebe-300600f51077
1456,the cramps,5399,96c1edac-1011-4cb8-882c-27248de35071
1457,bear vs. shark,5395,5562ec93-7fa0-4a5d-a8a5-f3a6d3ca8de3
1458,r. kelly,5391,c2d25856-a09a-4d15-b404-77dd19c19e63
1459,mary j. blige,5390,db76c5ca-d555-4f09-b1db-baa1b713d875
1460,mike doughty,5390,f3bcf7b3-be33-493b-8557-b201b3567828
1461,blindside,5385,2ad3b5c0-85aa-4acd-8680-a90ac100133b
1462,die kassierer,5385,7df129b4-0b43-4e91-8f60-e8907a9f6e70
1463,kimya dawson,5382,ba99a190-6065-4930-be3d-55ecc48e365d
1464,bayside,5375,5f821136-9935-403c-abb5-e78ddda35e9f
1465,cloud cult,5370,a33a9cd6-8c03-4047-b62d-59f76f494c20
1466,bowling for soup,5367,bcb95908-5c6e-453a-97fc-d69003d250ff
1467,sloan,5367,5a63c831-5bdb-444d-a9db-974501e3317d
1468,mstrkrft,5366,74134743-106c-47a6-bb8d-5c9efde7818c
1469,jaromír nohavica,5351,3fd5eb03-0511-4ea1-a6cb-67e43cfe5db6
1470,la vela puerca,5345,d7fd77f6-ea1f-41db-8858-12a0ae143432
1471,k-os,5343,3dfb71a2-2e06-4a69-8839-3e1fc07e92ea
1472,栗原正己,5340,97e6d828-693e-4957-a5c2-b905ec247b76
1473,e nomine,5335,9db1e69b-935f-4c1d-a48c-8bcca179a25c
1474,matchbox twenty,5332,75af9d25-cf32-49c0-9192-60bd8e9784e6
1475,engenheiros do hawaii,5331,92de023e-6f08-4133-8063-c0740c855e3d
1476,peter fox,5321,10c07fca-2678-40b6-9644-cde68d3e9554
1477,sophie zelmani,5307,977b779f-72fa-4117-995b-97af75d9c73f
1478,"does it offend you, yeah?",5306,37b94fc8-0adf-4335-a9fa-ae7a5fc36610
1479,sage francis,5299,c8fc1732-d191-4a29-a33a-410f98eff13b
1480,Аквариум,5297,8d741103-d319-4cc8-9f4f-9926b5bf112a
1481,pyotr ilyich tchaikovsky,5296,9ddd7abc-9e1b-471d-8031-583bc6bc8be9
1482,maj karma,5280,1a6335c2-e0d6-4c9d-86ae-1a8eaf48e637
1483,necrophagist,5279,251b5564-6dcf-4299-b1a3-921885bdaf88
1484,nicole atkins,5276,637e3261-3f47-402c-9dac-980de5317100
1485,kevin devine,5273,6cb35b9f-1972-404a-8882-e915c39d33da
1486,bone thugs-n-harmony,5271,2fa45bbb-0efb-4950-9d40-94bf23cbfec1
1487,triarii,5269,549a44e1-3b99-454f-970e-4f2c210b4827
1488,noir désir,5262,e6358374-5eea-4205-be22-382ed6df493c
1489,eisley,5255,083b3a38-13c6-428f-9e02-6c306afa5761
1490,the residents,5251,8c9b336e-acc8-4e20-9195-6ed0634da9fc
1491,the moldy peaches,5244,6830e150-6233-4255-ab97-6e2e38759637
1492,athlete,5243,906cbb69-b793-463a-832d-b5bf850f01a2
1493,桜庭統,5241,ea809832-657d-4335-b492-1daa3d46a322
1494,public enemy,5239,bf2e15d0-4b77-469e-bfb4-f8414415baca
1495,missy higgins,5235,3ac2a4a2-52b3-498b-bbc8-31443c68dfe0
1496,terror,5235,697eba1a-bf52-46b1-a19f-4d7190b63e5c
1497,looptroop,5233,afe409c2-57f1-45fe-9140-50cbccd88223
1498,héroes del silencio,5230,4bb712d6-8be9-4c09-810a-eb3bed2be345
1499,o rappa,5224,00034ede-a1f1-4219-be39-02f36853373e
1500,styx,5224,835a6d9c-fea0-4a71-ae52-9c4da946433a
1501,beach house,5218,d5cc67b8-1cc4-453b-96e8-44487acdebea
1502,black moth super rainbow,5216,44e14e88-b17a-44d8-9e94-f3afa977239b
1503,blockhead,5204,3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782
1504,the olivia tremor control,5202,d62842be-03d8-414b-a8d6-36f4b3b563ed
1505,syd barrett,5201,12327d75-47d5-45d9-84c2-3760b9210c17
1506,dizzee rascal,5200,1a99cc88-aea3-4fe3-96b9-20791667f65f
1507,asobi seksu,5191,cc433a77-176b-4d02-857b-2bfb68b3219c
1508,casiotone for the painfully alone,5191,73d882c7-1146-4012-a61b-a3b2c11fce2f
1509,pink martini,5191,113e0972-077f-423b-9b5f-3cc8a5bafa0f
1510,versailles,5191,21586a85-c02f-4e86-ba52-9173f8904cc2
1511,muslimgauze,5182,06fc1189-d7cd-4344-b09a-51cd82cfefe5
1512,jon brion,5180,a32e4aac-1db8-4dc6-be34-a813c4530627
1513,camel,5174,94b7a39b-f3cc-4796-90dd-b1786a62877e
1514,delta goodrem,5173,8c5755b4-2de6-4158-bca9-e354cbf07437
1515,our lady peace,5172,78661da3-894c-4947-a34b-fb7edf585d9b
1516,16 horsepower,5168,9a22fc7b-ad7f-4c70-9e0f-4d40cd7562cd
1517,harry gregson-williams,5158,8974da95-e631-45aa-8fd7-aa0c2795f997
1518,owen,5150,2b0ce8c8-9c9a-4807-9414-24b22af7a679
1519,subsonica,5150,acb79377-b47c-471e-a837-5b9f2d271e7e
1520,be your own pet,5149,4849dbcf-4192-434c-825b-077c9057c119
1521,era,5142,881c5eec-ab10-4523-98cc-0abf43900065
1522,#####,5141,537db97d-372b-4648-8633-f1dcf52b1f47
1523,l'arc~en~ciel,5138,62b61409-d13e-4281-9e3f-06941c2c5f5f
1524,kazik,5137,3771a9d7-2da9-43e2-b4d7-9ef8e644b649
1525,the innocence mission,5137,3d921e76-94c4-48c8-9f18-c2d96a8e53c9
1526,pedro the lion,5134,2f360fd9-6440-4896-9f45-8156e8b0b204
1527,broadcast,5133,aaae25bf-c794-45d7-bab7-cdc7c655bfa6
1528,rantanplan,5123,94d586ae-8177-4057-9d74-3d21b5eb1598
1529,antônio carlos jobim,5122,7a8dbe84-f4c0-4457-bfa3-edced1f8cde0
1530,velvet revolver,5119,3a528006-1429-47f4-ae9b-2ea95343e16a
1531,turmion kätilöt,5118,10b7cfe3-a99b-49b3-91ed-b0efb7b32371
1532,jean-michel jarre,5111,86e2e2ad-6d1b-44fd-9463-b6683718a1cc
1533,missy elliott,5109,a0b8cb9e-7532-45fe-a74c-30e7c4009a39
1534,bt,5108,88e2147d-0332-46f6-85b2-b5f463ba957b
1535,the tough alliance,5107,8b5d7dae-6430-473c-8cf6-f448a2e0d3f9
1536,paprika korps,5093,a6413bbd-e62e-42be-98bd-f42f7bba8e23
1537,oceansize,5083,c147b96e-3428-4604-9b6c-d931f980f684
1538,slightly stoopid,5079,2c7e21ad-9b16-42df-9f9b-d583ce70a88a
1539,bobby darin,5076,1f223eed-aa38-49da-9e76-62ab3adc2e04
1540,nick cave & the bad seeds,5076,172e1f1a-504d-4488-b053-6344ba63e6d0
1541,asa,5074,a325764b-168d-47f3-a823-f52ae5cdefaf
1542,zz top,5072,a81259a0-a2f5-464b-866e-71220f2739f1
1543,jim sturgess,5048,451f9db1-f75f-44f9-b218-f8bdf22035a1
1544,crossfade,5044,79d60c41-8fe0-448c-9bec-3f43c10f860a
1545,sleater-kinney,5044,e36e78eb-3ace-4acd-882c-16789e700ab7
1546,robyn,5042,5a8e07d5-d932-4484-a7f7-e700793a9c94
1547,colbie caillat,5039,efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9
1548,caribou,5032,735e3514-a8ae-401f-af3b-6300df1b8d2c
1549,janet jackson,5032,6be2828f-6c0d-4059-99d4-fa18acf1a296
1550,chevelle,5026,8456e9f7-debf-4579-a86c-33a325a35d2d
1551,twisted sister,5026,c6122fee-089f-41c4-a34f-e5f7e5607b05
1552,bruce faulconer,5023,24ea4e5e-1700-452b-9ee7-cc7f73d749db
1553,grendel,5022,7eb99a58-5ea9-4082-b176-bd990d406358
1554,the jam,5022,23228f18-01d5-493e-94ce-cfcde82a8db2
1555,team sleep,5017,b1168a9c-a946-4a5c-a005-62fc632dfa0c
1556,amatory,5015,b702f1f7-6634-4580-8ffc-25edaea50da4
1557,astor piazzolla,5006,e280268a-a5ab-4bb0-be4d-ec470ca59131
1558,modeselektor,5006,8a7a4e72-a099-425f-8238-80706fc1c746
1559,accept,5004,41f4d85a-0bd7-4602-a3e3-8c47f36efb0a
1560,cornelius,5001,df765d93-621c-437f-99fe-fda9e135f89a
1561,2raumwohnung,4994,5579a23d-c411-4930-987d-ff89d77c1c12
1562,drake,4991,9fff2f8a-21e6-47de-a2b8-7f449929d43f
1563,the unicorns,4988,603c5f9f-492a-4f21-9d6f-1642a5dbea2d
1564,the adicts,4986,42fa05a0-a983-4ed6-90f3-b2d662216bcc
1565,sparklehorse,4981,45be8e20-3c3c-4e78-98f0-b5bdecf2f703
1566,madball,4980,c9e0a0f5-9f53-4247-a52d-a3f29d975e17
1567,jim croce,4969,fcfa9543-e113-4ef9-9ef6-455ba4cbe7af
1568,arakain,4964,29460db7-eae0-4d01-ad8e-861e02987d68
1569,elefant,4951,bd837f10-ed18-47e9-9636-ca44edceebfd
1570,beat crusaders,4948,e8575463-1ef4-4fc7-8d63-b8b12fe3c13b
1571,eddie vedder,4935,1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61
1572,tiger lou,4935,14efbb08-c3d8-404c-9ead-ad71fa586ee6
1573,b.b. king,4933,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3
1574,devotchka,4932,a66cc38c-e6cd-4725-a8fd-7d32b998347f
1575,ray lamontagne,4927,b5c4ffa2-82e1-4b72-b7f3-c60afb74b860
1576,liars,4924,03098741-08b3-4dd7-b3f6-1b0bfa2c879c
1577,sister hazel,4922,3b141e34-8c02-4074-b68a-7d64e3212acd
1578,tyler bates,4921,03cfec4a-9885-444c-9e74-5fbab5861106
1579,dawn of ashes,4919,a2b7353e-341c-477e-87e4-d4d5937c6b9a
1580,good riddance,4919,ab4725b8-7a2f-429a-a55a-3dde07c9acea
1581,blackmail,4915,d415628d-8c84-453b-8a75-4816b088dbc9
1582,+44,4913,c2a44e93-3a2b-44aa-bd8b-7a71bb76e3b5
1583,brother ali,4911,e0b267df-9e16-4fd3-abb2-b47e61e7a2aa
1584,tears for fears,4908,7c7f9c94-dee8-4903-892b-6cf44652e2de
1585,suede,4901,a55c2f1b-3f3f-4d6a-aa30-5e186dbadce6
1586,the analogs,4893,4e368fcf-94c7-4b98-bc02-a579883f98b9
1587,unheilig,4893,6dfa03fb-8b02-4055-b7cc-e48f426b13f8
1588,ali project,4887,12b6e407-4ec0-4cc6-80d4-b38d7df99694
1589,buena vista social club,4884,2a85ecff-41e9-4be1-aca6-c87054a4c334
1590,annuals,4880,c6156dc9-9e26-430d-adfb-55ca745f017f
1591,sportfreunde stiller,4877,35581de7-591f-424f-9c64-7b22fd45605e
1592,twiztid,4876,cbf882cd-5fb3-4324-b212-32ed0b985ba8
1593,leftöver crack,4872,e9a4a145-e1bd-4384-ad26-b344205dd9df
1594,dr. dog,4871,e9aed5e5-ed35-4244-872e-194862290295
1595,mates of state,4871,e9c97fdb-9fa0-4955-9a6c-1c43e1ac3f64
1596,culcha candela,4866,a7a1d1ff-1aa7-4a91-a066-cf48976bf92e
1597,econoline crush,4863,c00a611d-81a4-4062-bd98-ac8f91c1795a
1598,sezen aksu,4863,635e2a34-a566-47c4-b61d-fa5d203856aa
1599,animal Джаz,4860,973d7c4c-11b6-4424-980a-eb9262a08589
1600,al green,4859,fb7272ba-f130-4f0a-934d-6eeea4c18c9a
1601,herbie hancock,4851,27613b78-1b9d-4ec3-9db5-fa0743465fdd
1602,the bronx,4848,66ca7462-753c-48d0-9fe7-80d4b0897d18
1603,lacrimas profundere,4846,8017153d-b710-43e6-9f6a-7d157cafaaf2
1604,the gossip,4845,0f96c38b-8e21-4571-afe0-cb11196a8acd
1605,the vines,4843,4e045c96-538b-46ed-8ea8-7cae20b56574
1606,the calling,4842,29eb4497-0bd8-4126-abdf-d8007326ee8b
1607,izrael,4835,ddf15f3a-df92-4712-a874-c91719e1fac2
1608,donovan,4834,72d7d717-0837-4f2a-9641-d0f9fdd3acf7
1609,polysics,4833,b7d567df-e26b-4da1-b29d-f903f0ff9bbc
1610,viikate,4826,63e166d4-b490-48d1-84f7-c19b45c503de
1611,the rutles,4819,33f8e407-999d-4468-a63f-b487a98444bd
1612,afterhours,4812,70a709a1-8083-44c4-b61f-f7d10e1004d9
1613,tomahawk,4811,947911f8-60bc-44ab-9782-f97020f15b43
1614,the locust,4810,9cdbbd26-b4e0-4b4d-bfd3-c65d447af9a1
1615,oh no,4809,f7cee9ef-7616-4071-85ea-9753799d32a5
1616,habakuk,4807,7e763c41-2b30-45bb-9046-d13d9702bfcf
1617,slime,4807,a0fe06e3-deb7-4ea2-a7de-cc93740fd163
1618,exodus,4806,18e9bfd5-db23-4bc1-be0f-5710e5d656e4
1619,mägo de oz,4798,fa3b825f-7c85-4377-b393-d28a2016e293
1620,the bravery,4796,7e30debb-3308-49ab-a5ac-6d49319a5705
1621,lucero,4793,4befe93e-7cb6-4adb-b822-8b19ceb59768
1622,destroyer,4789,61604b45-8a91-4e33-a1b6-45d7b1fec4e5
1623,cosmic gate,4786,5f3b32e5-efb5-4096-9260-587c155e50b7
1624,five finger death punch,4784,7e8571b1-7c5a-4739-bc51-73d422ee9d74
1625,into eternity,4779,ced4c589-d194-4c12-9a96-398086940367
1626,the honorary title,4777,3ba1d6b6-da11-40cc-940b-60268aaf58d2
1627,cold war kids,4774,0741b30d-e15b-4a8c-b2e5-8834a03d6116
1628,running wild,4767,ad73761f-c66d-4149-899d-21f56d1969a1
1629,wolfsheim,4765,b9c87d34-e3d3-4b29-bc17-aaa91c7d5a06
1630,sara bareilles,4762,e54be6b7-5c26-4b47-bb3f-c137429b9b55
1631,soda stereo,4760,3f8a5e5b-c24b-4068-9f1c-afad8829e06b
1632,mad sin,4757,f78c479b-6ec2-4c09-abec-d2b09d5ad467
1633,coaltar of the deepers,4755,e031ae5d-db68-4e06-980b-f828fe5b40dd
1634,thåström,4755,44914b98-ac07-4a8f-8b25-efebceb3a735
1635,jan delay,4751,2692cab2-7563-4315-924f-563a59190fd9
1636,primordial,4747,eacf66a8-8ea0-41e4-879e-fcc61bcb03f0
1637,american head charge,4746,9d4e0a6c-7b56-4c51-99e2-5bb03995c5b1
1638,elzhi,4741,717ce3f6-847a-4749-bd54-467875812dd4
1639,astral projection,4738,2ba31cc4-df9e-4c21-9dbc-bb8fa9af424f
1640,flunk,4734,101e0102-841f-4858-972b-edf716ee67c9
1641,swallow the sun,4732,0f6df3f2-01f5-4d9a-a047-a76c907d7b66
1642,suffocation,4731,5db9f569-cadd-4f8b-b460-d4031b0b3716
1643,quarteto em cy,4725,592a91ea-aa85-452a-8d10-e538c315765a
1644,yo-yo ma,4720,62fe877d-b7a5-43e8-952e-2610d7614bff
1645,painbastard,4711,dd3b2636-4766-45b0-ad37-d23328d8424c
1646,skalpel,4711,48df54af-a70c-4ba1-8489-33688c001ac1
1647,daughtry,4709,21e3292e-dac8-4609-b57d-402f926aa41f
1648,in this moment,4709,29266b3d-b5ae-4d09-b721-326246adf68f
1649,carbon based lifeforms,4708,8229a8f1-b315-4fae-af57-b3eb71efdaf4
1650,dj vadim,4702,66fce392-d89d-4eaa-a346-c50aa1021f00
1651,boom boom satellites,4700,f9114439-1662-4415-b761-05a4170c9579
1652,vetusta morla,4693,b185451a-9edd-46df-8046-1db7e9594f5a
1653,goldfinger,4690,87fc1871-b74e-4bf5-a00d-8a89c288008b
1654,mayday parade,4685,39076047-fce8-44cc-a388-4f6baba4acb4
1655,take that,4685,24d2505b-388c-46cc-8a64-48223ea6d78d
1656,신화,4681,721a6d4e-6c5b-4250-8e87-b5dc386fd965
1657,midnight juggernauts,4670,1f8e4ffd-b81b-4d10-91f4-461585bf9d16
1658,megaherz,4669,9aa69733-db92-44b2-b1dc-76cc68b462cc
1659,timbuktu,4668,349fd7a7-183b-4139-a4ee-1d9b7146f8a1
1660,mr. scruff,4663,234bab50-2f04-4d21-8f91-df93ef554855
1661,gomez,4657,304cdd9d-a04e-4eb2-865c-980a553a0efd
1662,ohrbooten,4652,9a349d91-adc0-4ada-8c26-807e95850ada
1663,lauryn hill,4650,e8414012-4a1c-4ad4-be5e-fc55294e28cc
1664,blue man group,4648,dbcec54d-49c8-4d61-8512-8025bb37bf8e
1665,suzanne vega,4648,cf119120-7df5-47d7-9dec-49f8837a4e40
1666,ricardo arjona,4647,40627299-0979-45ba-8924-2af5fdc36ea8
1667,the john butler trio,4646,7952b266-9fd4-4a09-a324-7dc84f11b5fc
1668,dj tiësto,4644,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd
1669,orishas,4639,cbf11f81-f98d-458d-89e1-194b40ba5b60
1670,saul williams,4639,756cf672-d4ae-4470-a3af-a43d776a211d
1671,the tiger lillies,4638,3ad4f6ec-253f-4050-8849-ca26266edfb8
1672,enduser,4636,12a9818a-60aa-4482-a8fa-05ed7949b178
1673,indigo girls,4636,00c49f40-d715-4b79-b223-432048602cce
1674,the toy dolls,4636,c1c10a2a-241a-403a-a020-61545f31d374
1675,the breeders,4630,667e856e-f3a7-42e9-8244-95422ef31321
1676,neo,4623,6424e4b9-b49a-4432-8108-4ee87623cc35
1677,jaylib,4622,b37baf72-c053-4d85-82e5-3705fb5893e4
1678,billy idol,4620,47c8f88b-987a-4b64-9175-2b1b57809727
1679,ringo starr,4619,300c4c73-33ac-4255-9d57-4e32627f5e13
1680,emilíana torrini,4618,b2a9731b-9e13-4ff9-af21-5e694a5663e8
1681,guus meeuwis,4615,2ef6cec2-fee0-40d9-9107-2ce5e7f4ecd8
1682,islands,4613,4de30660-26a8-4390-af6f-8fc0564e7e61
1683,aly & aj,4610,fa4ad5f5-568e-498f-ba98-9ffc18e54ff3
1684,aqua,4607,a1ed5e33-22ff-4e7d-a457-42f4309e135f
1685,soulja boy,4606,0db795eb-263c-492c-9712-412341514b04
1686,jorge drexler,4602,abb91078-f7db-41f2-8f07-7f37bb739143
1687,duman,4601,f8a9a911-47de-49fe-ba96-7e5b5f08b7d0
1688,the temptations,4601,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e
1689,martin newell,4600,6f6f0175-1f35-492d-98ba-75b3e7e5474d
1690,ryan adams & the cardinals,4598,5385c403-1c49-4f2f-9b98-7085b5c84371
1691,mobb deep,4597,d75d1f08-bbb8-4eae-9877-399ca9121197
1692,high contrast,4594,889b69e3-7b18-4889-b953-9f2931597204
1693,hello saferide,4590,b616019a-810c-4b05-a558-ad8406f225ff
1694,gonzales,4585,9c306413-56b6-4ff6-982a-7e4b87d01340
1695,alestorm,4582,c0252a1b-0133-46bb-8c4f-cade46349ec3
